CBSA,CBSA Title,MSA_central_outlying,Year,NAME,zip_code,total_population,median_age_all,median_age_white,median_age_black,avg_hhd_sz_all,avg_hhd_sz_ownocc,avg_hhd_sz_renter,median_hhd_inc_all,median_hhd_inc_white,median_hhd_inc_black,median_hhd_inc_hisp,median_gross_rent,med_gr_rent_pct_hhd_inc,house_value_q1,house_value_median,house_value_q3,race_pct_white,race_pct_black,race_pct_amerind_aknat,race_pct_asian,race_pct_pacisld,race_pct_other,race_pct_twoplus,ethnicity_pct_hisp,geomob_same_house_1yr_all,geomob_same_house_1yr_white,geomob_same_house_1yr_black,geomob_moved_in_county_1yr_all,geomob_moved_in_county_1yr_white,geomob_moved_in_county_1yr_black,geomob_moved_diff_state_1yr_all,geomob_moved_diff_state_1yr_white,geomob_moved_diff_state_1yr_black,occupied_housing_pct_pop,occupied_owner_pct_pop,occupied_renter_pct_pop,hhd_pct_no_vehicle,hhd_4plus_no_vehicle,houseburden_over30pct_inc_renters,houseburden_over30pct_inc_own_mrtg,houseburden_over30pct_inc_own_nomrtg,houseburden_over30pct_inc_all,edu_pop_no_hs_diploma,edu_pop_bach_degree_plus,edu_pop_grad_degree_plus,hhd_comp_pct_married,hhd_comp_pct_married_chldrn,hhd_comp_pct_sgl_prnt,pop_pct_65over,pop_below_poverty_all,pop_below_poverty_white,pop_below_poverty_black,pop_over65_live_alone,pop_pct_disability,hhd_pct_food_assist,hhd_chld_pct_food_assist,hhd_sglprt_pct_food_assist,pop_pct_medicaid,pop_pct_no_hltinsur,supermarkets,ConvenienceStore,AlcoholStore,PhysicianOffice,MentalHlthSpecialist,MentalHlthPractice,ChildcareFacility,fast_food,BINGE,BPHIGH,BPMED,CHECKUP,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,GHLTH,LPA,MHLTH,OBESITY,PHLTH,SLEEP,NatWalkInd_zip,calc_mhv_to_mhi_all,calc_mhv_to_mhi_white,calc_mhv_to_mhi_black,calc_mhv_to_mhi_hisp,calc_houseburden_renter_salary_need,calc_houseburden_renter_salary_gap_white,calc_houseburden_renter_salary_gap_black,flag_vuln_BDC_rpt,BP_rank,flag_bp_group,median_hhd_inc_white_PctChg,median_hhd_inc_black_PctChg,median_gross_rent_PctChg,vcnthouse_value_median_PctChg,houseburden_over30pct_inc_renters_Chg,houseburden_over30pct_inc_all_Chg,pop_below_poverty_all_Chg,pop_below_poverty_white_Chg,pop_below_poverty_black_Chg,calc_mhv_to_mhi_all_Chg,calc_mhv_to_mhi_white_Chg,calc_mhv_to_mhi_black_Chg,calc_houseburden_renter_salary_need_PctChg,tbl_datetime
17300,"Clarksville, TN-KY",Central,2015,ZCTA5 37010,37010,5648,38.4,40.1,54.5,2.96,2.81,3.93,75568,77062,,,952,35.4,137100,234000,299700,0.914305949,0.01203966,0,0.002478754,0.017705382,0.02177762,0.031692635,0.069228045,0.853553482,0.842374214,0.882352941,0.052943288,0.055621069,0.117647059,0.017946877,0.019654088,0,0.98796034,0.826523297,0.173476703,0.021220159,0.038251366,0.524390244,0.157232704,0.070342205,0.180901857,0.067686722,0.287085062,0.099325726,0.699204244,0.360208062,0.111183355,0.111898017,0.102959641,0.09310548,0.25,0.175632911,0.170749151,0.067374005,0.042440318,0.009549072,0.072054354,0.14857858,,,,,,,,,,,,,,,,,,,,,,,,,,3.096548804,3.036516052,,,38080,38982,,,,,,,,,,,,,,,,,,12/5/22 9:15
17300,"Clarksville, TN-KY",Central,2020,ZCTA5 37010,37010,5096,41.1,40.2,49.6,2.92,2.89,3.29,93794,97375,,77226,2016,25.4,207100,269500,384800,0.86244113,0.086930926,0.000588697,0.003924647,0.011970173,0.003924647,0.03021978,0.080651491,0.910498115,0.905947441,0.948081264,0.035126017,0.040802213,0,0.033141496,0.028584601,0.051918736,0.996271586,0.910577112,0.089422888,0.062788018,0,0.130434783,0.219909502,0.204868154,0.208525346,0.095238095,0.379396203,0.16215375,0.667050691,0.275345622,0.076612903,0.116954474,0.048292108,0.051445481,0.045146727,0.414965986,0.133667335,0.082949309,0.035138249,0.010368664,0.117034068,0.048697395,,,,,,,,,0.156,0.333,0.732,0.733,0.369,0.363,0.201,0.657,0.265,0.097,0.128,0.217,0.162,0.341,0.095,0.349,5.051855782,2.873318123,2.767650834,,3.489757336,80640,16735,,0,0.102419355,1_Low,0.263592951,,1.117647059,0.151709402,-0.393955461,0.027623489,-0.054667533,-0.041659999,-0.204853273,-0.223230681,-0.268865218,,1.117647059,12/5/22 9:15
99999,,Outlying,2015,ZCTA5 37012,37012,2637,42.1,41.7,42.6,2.75,2.92,2.35,44758,45078,41250,,731,32.6,69400,111700,164000,0.975729996,0.015547971,0.008342814,0.000379219,0,0,0,0,0.85970948,0.860501567,0.902439024,0.07530581,0.077194357,0,0.001146789,0.001175549,0,1,0.752749336,0.247250664,0.037578288,0,0.435251799,0.103151862,0.102719033,0.199373695,0.182718767,0.039625757,0.01210787,0.630480167,0.342178771,0.069832402,0.144482366,0.114427861,0.102393095,0.390243902,0.183727034,0.218050815,0.169102296,0.054279749,0.01565762,0.191505499,0.109594236,,,,,,,,,,,,,,,,,,,,,,,,,,2.495643237,2.477927148,2.707878788,,29240,15838,12010,,,,,,,,,,,,,,,,,12/5/22 9:15
99999,,Outlying,2020,ZCTA5 37012,37012,1954,45.1,45.6,16.2,2.32,2.44,1.82,49883,55087,,,432,23.8,104300,143800,231000,0.933981576,0.029170931,0,0.007676561,0,0.023029683,0.006141249,0.023541453,0.94921466,0.953307393,1,0.018324607,0.019455253,0,0.002617801,0.002779322,0,1,0.843909928,0.156090072,0.09489917,0,0.357142857,0.161879896,0.078767123,0.172004745,0.142465753,0.110273973,0.012328767,0.533807829,0.170818505,0.046263345,0.201637666,0.078812692,0.051506849,0.824561404,0.274111675,0.129477994,0.129300119,0.056939502,0.046263345,0.185261003,0.09877175,,,,,,,,,0.143,0.392,0.766,0.746,0.371,0.336,0.238,0.569,0.267,0.121,0.169,0.257,0.169,0.38,0.12,0.343,4.440015943,2.882745625,2.610416251,,,17280,37807,,0,0.395967742,2_Mod,0.222037357,,-0.409028728,0.287376902,-0.078108941,-0.02736895,-0.035615169,-0.050886246,0.434317501,0.387102388,0.132489102,,-0.409028728,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2015,ZCTA5 37013,37013,90073,31.8,33.9,30.9,2.71,2.89,2.5,48423,52955,45627,42272,866,28.7,116000,147600,176800,0.475958389,0.38012501,0.005406726,0.036414908,0.000899271,0.067056721,0.034138976,0.154630133,0.82309217,0.812467422,0.829950211,0.118940896,0.123276311,0.120555048,0.026838003,0.031441027,0.016645553,0.997668558,0.582954052,0.417045948,0.033849684,0.012577034,0.4437858,0.320480031,0.119831815,0.359090497,0.118441684,0.323845133,0.092854558,0.40592445,0.331138104,0.20805893,0.05487771,0.135812783,0.153574105,0.102844254,0.209389281,0.078527798,0.137512456,0.091463599,0.048796691,0.176325949,0.184915275,,,,,,,,,,,,,,,,,,,,,,,,,,3.048138281,2.787272212,3.234926688,3.491672975,34640,18315,10987,,,,,,,,,,,,,,,,,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2020,ZCTA5 37013,37013,99109,31.8,32.9,31.3,2.73,2.88,2.54,60602,61507,59078,53104,1182,28.6,158100,205800,263300,0.524483145,0.350533251,0.000787012,0.040167896,0,0.042165696,0.041862999,0.179620418,0.836579465,0.829423265,0.83109708,0.099065114,0.085591398,0.122453156,0.031388388,0.045102639,0.017510012,0.997467435,0.589046916,0.410953084,0.028439683,0.00789166,0.441349157,0.271190534,0.087016195,0.327884695,0.121884904,0.313512557,0.092378976,0.419361074,0.221691471,0.081039291,0.065150491,0.16030395,0.189518386,0.116406114,0.261184625,0.098563064,0.104812657,0.067261231,0.023580087,0.228413101,0.157314619,10,7,7,15,,,6,39,0.169,0.305,0.689,0.724,0.313,0.357,0.216,0.551,0.246,0.098,0.153,0.237,0.177,0.343,0.095,0.367,7.958652107,3.395927527,3.345960622,3.483530248,3.875414281,47280,14227,11798,0,0.04516129,1_Low,0.161495609,0.294803515,0.364896074,0.394308943,-0.002436643,-0.031205802,0.024491167,0.035944281,0.013561859,0.347789246,0.55868841,0.24860356,0.364896074,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2015,ZCTA5 37014,37014,2500,40.8,40.7,,3.07,3.26,1.83,87566,83068,,,832,33.1,280800,410600,648900,0.9,0,0,0.1,0,0,0,0.0084,0.880741338,0.867383513,,0.025382756,0.028225806,,0.055600322,0.061827957,,1,0.918,0.082,0,0,0.232142857,0.101832994,0.047169811,0.105521472,0.081081081,0.438307873,0.168625147,0.662576687,0.529900332,0.029900332,0.1076,0.014344262,0.015981735,,0.286245353,0.0764,0.033128834,0.02208589,0.02208589,0.0868,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4.689034557,4.942938316,,,33280,49788,,,,,,,,,,,,,,,,,,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2020,ZCTA5 37014,37014,2858,50.5,50.4,,2.25,2.25,2.21,123137,122525,,,,,417200,549700,713500,0.963960812,0.00349895,0,0,0,0,0.032540238,0.011196641,0.848956491,0.871145374,1,0.064732932,0.067180617,0,0.086310577,0.061674009,0,1,0.978306508,0.021693492,0,0,0.75,0.229457364,0.11092437,0.18533123,0.067056706,0.465346535,0.152565257,0.6829653,0.17192429,0,0.210286914,0.103266596,0.107142857,0,0.391014975,0.128761372,0.02444795,0.014984227,0,0.056682995,0.037788663,,,,,,,,,0.154,0.351,0.754,0.747,0.417,0.418,0.158,0.654,0.237,0.098,0.114,0.187,0.14,0.326,0.089,0.312,4.247782012,4.464133445,4.486431341,,,,,,0,0.15,1_Low,0.474996389,,,0.338772528,0.517857143,0.079809758,0.088922334,0.091161122,,-0.224901112,-0.456506975,,,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2015,ZCTA5 37015,37015,18361,39.7,40.6,24.6,2.68,2.66,2.74,47253,47534,35855,28313,926,34.6,96000,139800,205000,0.921899679,0.020804967,0.001906214,0.006426665,0,0.029519089,0.019443385,0.043679538,0.849245115,0.858521288,0.709424084,0.094638099,0.085152575,0.154450262,0.011267762,0.012181884,0.002617801,0.984042263,0.741808723,0.258191277,0.030888031,0.006075334,0.462669018,0.302513465,0.096984033,0.291357291,0.168969697,0.161454545,0.041131313,0.527175527,0.287323944,0.122210184,0.142966069,0.135985353,0.14063062,0.068656716,0.220868859,0.147128724,0.179239679,0.101128601,0.053757054,0.199027248,0.118664677,,,,,,,,,,,,,,,,,,,,,,,,,,2.958542315,2.94105272,3.899037791,4.937661145,37040,10494,-1185,,,,,,,,,,,,,,,,,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2020,ZCTA5 37015,37015,17835,41.5,43,39.6,2.56,2.56,2.56,59144,59005,38977,60711,984,24.7,117500,175400,265000,0.92195122,0.017886179,0.007289038,0.005719092,0,0.014746285,0.032408186,0.056069526,0.843974439,0.849671598,0.761755486,0.065486626,0.066171506,0.106583072,0.024260589,0.026333558,0,0.979590692,0.732070288,0.267929712,0.024923032,0.00606878,0.325492341,0.258942703,0.088876772,0.231051166,0.161856567,0.164465881,0.0524235,0.500513121,0.152763524,0.073742853,0.16097561,0.116144219,0.110482115,0.248148148,0.250736377,0.174047197,0.091042369,0.060255095,0.037531154,0.189932004,0.106565339,3,,,5,,,,13,0.153,0.368,0.751,0.735,0.338,0.337,0.241,0.567,0.269,0.115,0.166,0.255,0.174,0.359,0.117,0.35,5.11718718,2.965643176,2.972629438,4.500089797,2.889097528,39360,19645,-383,0,0.216935484,2_Mod,0.241322001,0.087072933,0.062634989,0.254649499,-0.137176677,-0.060306126,-0.019841134,-0.030148505,0.179491432,0.007100861,0.031576718,0.601052005,0.062634989,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2015,ZCTA5 37016,37016,1367,43.3,43.3,,2.96,2.22,4.54,53542,54063,,,746,17.1,101900,155400,333700,0.994879298,0.003657644,0,0,0,0,0.001463058,0.005120702,0.933726068,0.935603257,0.8,0.004418262,0.004441155,0,0.017673049,0.017764619,0,1,0.511338698,0.488661302,0.03030303,0,0.149659864,0.379310345,0.196428571,0.261904762,0.043663472,0.079872204,0.019169329,0.601731602,0.365030675,0.067484663,0.096561814,0.07973665,0.080147059,0,0.265151515,0.105340161,0.08008658,0.036796537,0.021645022,0.107534748,0.084125823,,,,,,,,,,,,,,,,,,,,,,,,,,2.902394382,2.874424283,,,29840,24223,,,,,,,,,,,,,,,,,,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2020,ZCTA5 37016,37016,955,53.8,53.9,,2.3,2.21,2.94,59714,59714,,,879,18.3,108700,178700,445700,0.989528796,0,0,0,0.002094241,0.005235602,0.003141361,0.006282723,0.889589905,0.888416578,,0.039957939,0.040382572,,0.031545741,0.031880978,,1,0.855497382,0.144502618,0.002403846,0,0.127659574,0.100502513,0.076470588,0.09375,0.083437111,0.175591532,0.069738481,0.689903846,0.098557692,0.033653846,0.235602094,0.096842105,0.095744681,,0.368888889,0.118324607,0.050480769,0.021634615,0.009615385,0.079581152,0.047120419,,,,,,,,,0.136,0.417,0.785,0.753,0.367,0.321,0.256,0.535,0.27,0.138,0.197,0.284,0.171,0.366,0.137,0.342,4.56378836,2.992598051,2.992598051,,,35160,24554,,0,0.634677419,2_Mod,0.104526201,,0.178284182,0.14993565,-0.022000289,-0.168154762,0.017105456,0.015597622,,0.090203669,0.118173768,,0.178284182,12/5/22 9:15
46100,"Tullahoma-Manchester, TN",Central,2015,ZCTA5 37018,37018,2306,37.3,37.7,,2.63,2.13,4.04,36088,36721,,,867,44.7,28900,60400,176600,0.949696444,0,0,0,0,0,0.050303556,0.001300954,0.784365393,0.79281768,,0.157224418,0.157918969,,0.018445323,0.007366483,,1,0.598438855,0.401561145,0.012557078,0,0.68558952,0.251879699,0.199475066,0.342465753,0.181954887,0.12406015,0.052631579,0.5456621,0.209650582,0.173044925,0.092367736,0.244145707,0.213242009,,0.375586854,0.138334779,0.24086758,0.103881279,0.078767123,0.261491761,0.156981787,,,,,,,,,,,,,,,,,,,,,,,,,,1.673686544,1.64483538,,,34680,2041,,,,,,,,,,,,,,,,,,12/5/22 9:15
46100,"Tullahoma-Manchester, TN",Central,2020,ZCTA5 37018,37018,2494,49.2,50.9,,2.74,2.76,2.63,50694,51852,,,1076,41.3,60500,99500,221700,0.91659984,0.003207698,0.001603849,0.032477947,0,0,0.046110666,0.013632719,0.852044908,0.867891514,1,0.02606255,0.028433946,0,0,0,0,1,0.811948677,0.188051323,0.006586169,0,0.353932584,0.143678161,0.012987013,0.129527991,0.180396873,0.165965123,0.05171377,0.625686059,0.153677278,0,0.160384924,0.168825911,0.155730534,0,0.155,0.306736167,0.181119649,0.03402854,0,0.311948677,0.115076183,,,,,,,,,0.142,0.42,0.782,0.755,0.308,0.327,0.256,0.533,0.279,0.137,0.198,0.281,0.173,0.391,0.136,0.34,3.226143659,1.962756934,1.918923089,,,43040,8812,,0,0.660483871,2_Mod,0.412053049,,0.24106113,0.647350993,-0.331656935,-0.212937762,-0.075319796,-0.057511475,,0.28907039,0.274087708,,0.24106113,12/5/22 9:15
30280,"Lewisburg, TN",Central,2015,ZCTA5 37019,37019,460,47.8,48.7,,2.02,1.89,3.42,,51103,,,,,76000,87200,137300,0.841304348,0.158695652,0,0,0,0,0,0.136956522,0.939130435,0.927648579,1,0,0,0,0,0,0,1,0.858695652,0.141304348,0,0,0,0.587155963,0.27,0.399122807,0.154054054,0.083783784,0,0.5,0.254385965,0,0.145652174,0.073913043,0.03875969,0.260273973,0.119402985,0.184782609,0.105263158,0.021929825,0,0.217391304,0.152173913,,,,,,,,,,,,,,,,,,,,,,,,,,,1.706357748,,,,,,,,,,,,,,,,,,,,,,12/5/22 9:15
30280,"Lewisburg, TN",Central,2020,ZCTA5 37019,37019,676,34.6,34.3,,2.9,2.53,3.59,39453,38828,,,754,27.2,109800,158800,175500,0.98816568,0.01183432,0,0,0,0,0,0.082840237,0.859467456,0.869760479,0,0.118343195,0.119760479,0,0,0,0,1,0.565088757,0.434911243,0,0,0,0,0.08045977,0.030042918,0.082788671,0.078431373,0.047930283,0.545064378,0.321888412,0,0.107988166,0.051775148,0.05239521,0,0.178082192,0.165680473,0.145922747,0,0,0.014792899,0.071005917,,,,,,,,,0.148,0.388,0.771,0.745,0.365,0.335,0.243,0.567,0.263,0.124,0.172,0.262,0.167,0.365,0.123,0.379,3.875273486,4.025042456,4.08983208,,,30160,8668,,0,0.355645161,2_Mod,-0.240201162,,,0.821100917,0,-0.369079889,-0.022137896,0.01363552,-0.260273973,,2.383474332,,,12/5/22 9:15
43180,"Shelbyville, TN",Central,2015,ZCTA5 37020,37020,5506,35.1,34.9,38.4,2.99,2.9,3.48,57950,59350,39226,120250,725,23.2,94000,134700,215400,0.932255721,0.040319651,0.003269161,0.015074464,0,0.003269161,0.005811842,0.011078823,0.810628196,0.800901431,0.90990991,0.096420745,0.099745248,0.085585586,0.038166545,0.0409563,0,0.981837995,0.830188679,0.169811321,0.018232044,0,0.204545455,0.18877551,0.083038869,0.15801105,0.14106225,0.184180468,0.050828098,0.651381215,0.359459459,0.101351351,0.112059571,0.098212641,0.105200712,0.004545455,0.226904376,0.170177988,0.132596685,0.103867403,0.035359116,0.191064293,0.073919361,,,,,,,,,,,,,,,,,,,,,,,,,,2.324417601,2.269587195,3.433946872,1.12016632,29000,30350,10226,,,,,,,,,,,,,,,,,12/5/22 9:15
43180,"Shelbyville, TN",Central,2020,ZCTA5 37020,37020,6036,34.8,38.8,29.7,2.67,2.67,2.65,59094,61083,51310,163031,935,17.4,132700,187500,294500,0.805500331,0.072564612,0.024850895,0.015904573,0,0.013916501,0.067263088,0.026673294,0.883782884,0.866307947,0.99543379,0.057276057,0.070985099,0.002283105,0.02014652,0.024834437,0.002283105,0.983267064,0.905307498,0.094692502,0.012151215,0,0.198113208,0.361368496,0.064250412,0.264626463,0.06376887,0.269911504,0.070015617,0.502250225,0.218271827,0.019351935,0.104705103,0.080339321,0.08200785,0,0.234177215,0.13667992,0.03870387,0.013051305,0.008550855,0.113154407,0.072895958,,,,,,,,,0.157,0.333,0.731,0.743,0.384,0.371,0.204,0.601,0.261,0.099,0.134,0.221,0.162,0.352,0.098,0.342,5.030145132,3.172910955,3.069593831,3.654258429,1.15008802,37400,23683,13910,0,0.102419355,1_Low,0.029199663,0.30806098,0.289655172,0.391982183,-0.006432247,0.106615413,-0.017873319,-0.023192862,-0.004545455,0.848493354,0.800006637,0.220311557,0.289655172,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2015,ZCTA5 37022,37022,5974,40.3,40,42.6,2.9,3.07,2.09,50149,49474,,,703,26.5,88400,118100,188300,0.946769334,0.04368932,0,0.003850017,0,0.003682625,0.002008704,0.003682625,0.918773172,0.916132479,1,0.040613414,0.042913105,0,0.014324233,0.015135328,0,1,0.869936391,0.130063609,0.007755696,0.012962963,0.301075269,0.233497537,0.106508876,0.20407174,0.156660413,0.097326454,0.035881801,0.596703829,0.182440847,0.077210461,0.163542015,0.112152662,0.112446959,0,0.154554759,0.198424669,0.230247213,0.154629181,0.077556956,0.171107759,0.133567957,,,,,,,,,,,,,,,,,,,,,,,,,,2.354982153,2.387112423,,,28120,21354,,,,,,,,,,,,,,,,,,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2020,ZCTA5 37022,37022,6694,38.6,41.2,26.7,2.87,2.72,3.59,61875,61420,62279,,1415,26.3,104300,167900,243500,0.916342994,0.039737078,0.006124888,0.001942038,0,0.011054676,0.024798327,0.037645653,0.936541353,0.938350549,1,0.032932331,0.035907526,0,0.01037594,0.005410723,0,1,0.787869734,0.212130266,0.033447684,0.019639935,0.202531646,0.373963516,0.109439124,0.262006861,0.204753199,0.149451554,0.024223035,0.589622642,0.185248714,0.026157804,0.154167912,0.226006661,0.204928879,0.582706767,0.152131783,0.194793537,0.129931389,0.092624357,0.056603774,0.278725314,0.100239378,,,,,,,,,0.147,0.385,0.764,0.731,0.337,0.366,0.274,0.554,0.276,0.128,0.182,0.286,0.177,0.399,0.13,0.338,3.51373949,2.713535354,2.733637252,2.695932818,,56600,4820,5679,0,0.32983871,2_Mod,0.241460161,,1.012802276,0.421676545,-0.098543623,0.057935121,0.113853999,0.09248192,0.582706767,0.3585532,0.346524829,,1.012802276,12/5/22 9:15
17300,"Clarksville, TN-KY",Outlying,2015,ZCTA5 37023,37023,1431,45.3,47.4,,2.34,2.09,3.48,35638,35106,,,862,16.9,77600,138200,188700,0.895178197,0,0,0.037735849,0,0.053109713,0.01397624,0.053109713,0.995024876,0.994431185,,0,0,,0,0,,1,0.732354997,0.267645003,0,0,0,0.37751004,0.213438735,0.241830065,0.148214286,0.088392857,0.026785714,0.611111111,0.181192661,0.073394495,0.192173305,0.262054507,0.191256831,,0.178181818,0.231306778,0.178104575,0.052287582,0.052287582,0.238294899,0.1278826,,,,,,,,,,,,,,,,,,,,,,,,,,3.877883158,3.936649006,,,34480,626,,,,,,,,,,,,,,,,,,12/5/22 9:15
17300,"Clarksville, TN-KY",Outlying,2020,ZCTA5 37023,37023,1408,42.4,44.3,,2.72,2.86,2.37,59293,59647,,,1085,19.5,80900,148200,215900,0.918323864,0.004971591,0,0,0,0.012073864,0.064630682,0.114346591,0.980088496,0.978740157,1,0.019911504,0.021259843,0,0,0,0,1,0.744318182,0.255681818,0,0,0.440789474,0.327586207,0.182291667,0.306949807,0.132553606,0.151072125,0.07797271,0.501930502,0.212355212,0.027027027,0.102272727,0.169744318,0.101314772,0,0.270833333,0.235085227,0.069498069,0.044401544,0.027027027,0.161221591,0.104403409,,,,,,,,,0.157,0.348,0.743,0.726,0.375,0.349,0.24,0.569,0.272,0.106,0.154,0.244,0.174,0.367,0.111,0.356,3.655712679,2.499451875,2.484617835,,,43400,16247,,0,0.135483871,1_Low,0.699054293,,0.258700696,0.0723589,0.440789474,0.065119742,-0.092310189,-0.089942059,,-1.378431284,-1.452031171,,0.258700696,12/5/22 9:15
99999,,Outlying,2015,ZCTA5 37025,37025,5356,40.7,41,,2.88,2.92,2.54,50339,50580,,,754,43.8,74800,104500,176000,0.976101568,0,0.003360717,0,0,0.003920836,0.016616878,0,0.893536838,0.89090558,,0.003391747,0.003475574,,0.003580177,0.003668662,,1,0.890776699,0.109223301,0.023093448,0,0.37826087,0.277,0.088607595,0.22556391,0.25210084,0.120448179,0.042577031,0.554779807,0.310522443,0.084621045,0.131628081,0.172516804,0.176740627,,0.232624113,0.192120986,0.127282492,0.072502685,0.035445757,0.162808066,0.177371173,,,,,,,,,,,,,,,,,,,,,,,,,,2.075925227,2.066034006,,,30160,20420,,,,,,,,,,,,,,,,,,12/5/22 9:15
99999,,Outlying,2020,ZCTA5 37025,37025,5923,41.1,41.2,,2.85,2.84,3,51595,51078,,,731,40.3,86000,136600,201300,0.985817998,0.003039001,0,0.009792335,0,0,0.001350667,0,0.950059656,0.949334256,1,0.031361854,0.031817396,0,0.004942901,0.005014698,0,1,0.881310147,0.118689853,0.026506024,0.078358209,0.525641026,0.331688055,0.103864734,0.262650602,0.166788588,0.097781029,0.033162643,0.561927711,0.186024096,0.063614458,0.148404525,0.187911531,0.190614831,0,0.144482366,0.13759919,0.084819277,0.04,0.034216867,0.171872362,0.110248185,,,,,,,,,0.145,0.382,0.758,0.738,0.361,0.343,0.267,0.519,0.282,0.124,0.19,0.286,0.184,0.373,0.131,0.354,3.999980829,2.647543367,2.674341204,,,29240,21838,,0,0.307258065,2_Mod,0.009845789,,-0.030503979,0.307177033,0.147380156,0.037086693,0.015394728,0.013874204,,0.57161814,0.608307198,,-0.030503979,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2015,ZCTA5 37026,37026,2217,43.8,44,57.6,2.5,2.5,2.45,36094,37619,,,535,41.3,73800,111300,167900,0.950383401,0.02119982,0.00360848,0,0,0.01714028,0.00766802,0.01714028,0.883372365,0.885925926,0.914893617,0.074004684,0.076049383,0.085106383,0.021077283,0.022222222,0,1,0.907081642,0.092918358,0.014656144,0.03125,0.535714286,0.666666667,0.038265306,0.376550169,0.265943878,0.067602041,0,0.573844419,0.410714286,0.053571429,0.139828597,0.128101037,0.120550546,0.085106383,0.170967742,0.210193956,0.160090192,0.060879369,0.033821871,0.167794317,0.110058638,,,,,,,,,,,,,,,,,,,,,,,,,,3.083615005,2.95861134,,,21400,16219,,,,,,,,,,,,,,,,,,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2020,ZCTA5 37026,37026,2117,41.2,42.1,,2.44,2.52,2.1,51354,50313,,,622,51,96300,159000,252600,0.985829003,0,0,0,0,0.010392064,0.003778932,0.062352385,0.948424069,0.947674419,,0.025310411,0.025678295,,0,0,,1,0.833254606,0.166745394,0.032220944,0,0.553571429,0.235820896,0.095628415,0.238204833,0.206499661,0.152335816,0.060934326,0.46260069,0.17146145,0.029919448,0.188001889,0.105810109,0.105414471,,0.359296482,0.147378366,0.155350978,0.020713464,0.01150748,0.243741143,0.109589041,,,,,,,,,0.155,0.366,0.76,0.732,0.404,0.355,0.239,0.553,0.266,0.114,0.163,0.251,0.171,0.351,0.116,0.338,3.956152918,3.096156093,3.160217041,,,24880,25433,,0,0.208870968,2_Mod,0.33743587,,0.162616822,0.428571429,0.017857143,-0.138345336,-0.022290929,-0.015136075,,0.012541088,0.201605701,,0.162616822,12/5/22 9:15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2015,ZCTA5 37027,37027,53242,41.2,42,39.3,2.85,2.93,2.37,119570,117140,150625,102688,1322,27.4,328900,456000,661100,0.883475452,0.037094775,0.000469554,0.059858758,0.000150257,0.001896999,0.017054205,0.031516472,0.872685623,0.880633191,0.867848101,0.036746053,0.035777868,0.013164557,0.037351861,0.034533794,0.017721519,0.997858833,0.884392411,0.115607589,0.019096663,0.00330033,0.395071236,0.240468168,0.074889868,0.219665272,0.022380468,0.678761162,0.267293998,0.736240747,0.439009901,0.05669967,0.132132527,0.034018987,0.033412939,0.057838661,0.160045727,0.062421245,0.009333762,0.003808604,0.001180131,0.030242049,0.041150251,,,,,,,,,,,,,,,,,,,,,,,,,,3.813665635,3.892777873,3.027385892,4.440635712,52880,64260,97745,,,,,,,,,,,,,,,,,12/5/22 9:15
